Subject,trial_number,Move_1,Move_2,Move_3,State_1,State_2,State_3,RT_1,RT_2,RT_3,Reward,Shock,trial_type
1006,0,up,down,left,1,4,8,6.740858409239081,7.007144762789267,7.3107824526177865,0.13,1.0,0.0
1006,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.1,1.0,1.0
1006,2,left,right,right,2,5,9,6.408198468013325,6.731646606053346,7.01031478263576,0.37,0.0,0.0
1006,3,left,right,right,2,5,9,6.653940281110863,6.958391397362902,7.181713772313742,0.33,0.0,0.0
1006,4,up,left,down,1,3,7,6.522212399363525,6.860053498687648,7.3000060588551605,0.12,1.0,0.0
1006,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.26,0.0,1.0
1006,6,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.29,0.0,1.0
1006,7,left,right,right,2,5,9,6.471761550236806,6.776140361917896,7.012392869564792,0.29,0.0,0.0
1006,8,left,right,right,2,5,9,6.443663860067318,6.748531062345137,6.959528185895579,0.24,0.0,0.0
1006,9,left,right,right,2,5,9,6.43649834318785,6.745377779667251,6.991758617884443,0.18,0.0,0.0
1006,10,left,right,right,2,5,9,6.501879081986772,6.774163367492292,7.023698827360931,0.12,0.0,0.0
1006,11,left,right,right,2,5,9,6.501879081986772,6.774163367492292,7.023698827360931,0.12,0.0,0.0
1006,12,left,down,left,2,6,10,6.464654948194038,6.903865047535874,7.204205849774553,0.12,0.0,0.0
1006,13,up,down,left,1,4,8,6.596204076972754,6.947635088203242,7.241009545876295,0.35,0.0,0.0
1006,14,up,down,left,1,4,8,6.521568018349171,6.826419152945164,7.096396052304044,0.36,1.0,0.0
1006,15,left,right,right,2,5,9,6.516683777632352,6.850323512743671,7.060582861875446,0.12,0.0,0.0
1006,16,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.14,0.0,1.0
1006,17,left,down,left,2,6,10,6.358912525863161,6.678490026153668,6.9297373636882185,0.16,0.0,0.0
1006,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11,0.0,1.0
1006,19,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.11,0.0,0.0
1006,20,left,down,left,2,6,10,6.518638344251485,6.879960687736457,7.107920932273373,0.05,0.0,0.0
1006,21,up,down,left,1,4,8,6.67332225779046,7.036294216672104,7.348706869570378,0.7,0.0,0.0
1006,22,up,down,left,1,4,8,6.528899233203447,6.904606838874315,7.1812755932242,0.69,1.0,0.0
1006,23,left,right,right,2,5,9,6.790229376209027,7.324789789523493,7.618717578011456,0.04,0.0,0.0
1006,24,up,left,down,1,3,7,6.422946257283911,6.71620255054313,7.0966176524243565,0.86,0.0,0.0
1006,25,up,left,down,1,3,7,6.451075078589383,6.850666289969013,7.19413911198626,0.78,0.0,0.0
1006,26,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.05,1.0,1.0
1006,27,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.09,1.0,1.0
1006,28,left,down,left,2,6,10,6.7679180601753615,7.044364544917698,7.279353061546317,0.13,1.0,0.0
1006,29,up,down,left,1,4,8,6.447583705093166,6.834622374314677,7.1541433029733525,0.69,1.0,0.0
1006,30,left,right,right,2,5,9,6.396417844099233,6.663027225014048,6.9077447233567,0.16,0.0,0.0
1006,31,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.58,1.0,1.0
1006,32,left,right,right,2,5,9,6.514897921679221,6.914110873034588,7.136742672383662,0.19,0.0,0.0
1006,33,left,right,right,2,5,9,6.508057105882472,6.859534311699463,7.092778145809461,0.27,0.0,0.0
1006,34,left,right,right,2,5,9,6.563758739731384,6.889538700184858,7.134703750431072,0.3,0.0,0.0
1006,35,left,right,right,2,5,9,6.371559130911919,6.7055453254251915,6.921902694783967,0.29,0.0,0.0
1006,36,left,right,right,2,5,9,6.4614109500580525,6.779170793773119,7.038800775131676,0.3,0.0,0.0
1006,37,left,right,right,2,5,9,6.399047922866885,6.682298736377561,6.941897921344207,0.38,0.0,0.0
1006,38,left,right,right,2,5,9,6.5146328049186195,6.833852799275519,7.0790921625530245,0.3,0.0,0.0
1006,39,left,right,right,2,5,9,6.446499471273455,6.852089953581526,7.125719572747585,0.32,0.0,0.0
1006,40,left,right,right,2,5,9,6.3727809442643775,6.6821594831289985,6.901354472154708,0.31,0.0,0.0
1006,41,left,right,right,2,5,9,6.564032225075607,6.864292354159261,7.0975847260606315,0.36,0.0,0.0
1006,42,left,right,right,2,5,9,6.401250869077558,6.729798487829612,7.00751063730786,0.44,0.0,0.0
1006,43,left,right,right,2,5,9,6.635303777947229,6.9370203754951945,7.172662311209024,0.44,0.0,0.0
1006,44,left,right,right,2,5,9,6.41072544581948,6.727411098015182,7.016648127461849,0.47,0.0,0.0
1006,45,left,right,right,2,5,9,6.316219019918208,6.619795116964269,6.853692704904461,0.52,0.0,0.0
1006,46,left,right,right,2,5,9,6.510737061414147,6.863236908269755,7.072375201808427,0.63,0.0,0.0
1006,47,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.04,0.0,1.0
1006,48,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.01,0.0,1.0
1006,49,left,right,right,2,5,9,6.801233395472082,7.168493751846654,7.413687924768055,0.68,0.0,0.0
1006,50,left,right,right,2,5,9,6.414156900249509,6.743873442899712,6.943849810017127,0.8,0.0,0.0
1006,51,left,right,right,2,5,9,6.644549055470634,6.958681619876188,7.192153414231143,0.72,0.0,0.0
1006,52,left,right,right,2,5,9,6.416761538520404,6.753513717616443,6.97030926606476,0.66,0.0,0.0
1006,53,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.12,0.0,1.0
1006,54,left,right,right,2,5,9,6.391853618057212,6.661336436181045,6.894387792845919,0.6,1.0,0.0
1006,55,up,down,left,1,4,8,6.528735208944454,6.847516689467739,7.147565595476408,0.24,0.0,0.0
1006,56,up,down,left,1,4,8,6.8253580164182495,7.111432725116174,7.390214379705867,0.18,0.0,0.0
1006,57,up,down,left,1,4,8,6.412711478316851,6.683205221460412,6.966606669493558,0.27,0.0,0.0
1006,58,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.28,1.0,1.0
1006,59,up,down,left,1,4,8,6.410471040848279,6.7263077838215395,6.954222503258279,0.39,0.0,0.0
1006,60,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.43,0.0,1.0
1006,61,left,down,left,2,6,10,6.4796303629655085,6.777091702614598,7.03306226929908,0.49,1.0,0.0
1006,62,up,down,left,1,4,8,6.395248920201084,6.664582442776009,6.924564574174838,0.5,0.0,0.0
1006,63,up,down,left,1,4,8,6.512233029598065,6.828024916958384,7.061391601891046,0.61,1.0,0.0
1006,64,up,left,down,1,3,7,6.42143221295828,6.925476749896006,7.240743424886205,0.54,0.0,0.0
1006,65,up,left,down,1,3,7,6.5225046303376075,6.926891710180826,7.231748200671063,0.6,0.0,0.0
1006,66,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.64,0.0,1.0
1006,67,left,right,right,2,5,9,6.368546440455248,6.742582337667045,7.012058126179909,0.48,0.0,0.0
1006,68,left,right,right,2,5,9,6.298242630708046,6.5980920296597105,6.83176098786771,0.46,1.0,0.0
1006,69,up,down,left,1,4,8,6.628565728369722,6.995864245490338,7.279243265716104,0.79,0.0,0.0
1006,70,up,down,left,1,4,8,6.425917774304253,6.828950482415166,7.13713566111619,0.86,0.0,0.0
1006,71,up,down,left,1,4,8,6.521784932062474,6.8369642390298395,7.153601688178242,0.87,0.0,0.0
1006,72,up,down,left,1,4,8,6.417684091287811,6.79037699804212,7.078278066643179,0.87,0.0,0.0
1006,73,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.92,0.0,1.0
1006,74,left,right,right,2,5,9,7.00266757002737,7.285689753805855,7.486177943557777,0.26,0.0,0.0
1006,75,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.78,0.0,1.0
1006,76,left,right,right,2,5,9,6.357062064435922,6.6502266380075525,6.8788951995456955,0.28,0.0,0.0
1006,77,left,right,right,2,5,9,6.46658574803223,6.870050609852115,7.1269397123815,0.28,0.0,0.0
1006,78,left,right,right,2,5,9,6.3033026117009285,6.58370040734917,6.8346608698038835,0.36,0.0,0.0
1006,79,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.65,1.0,1.0
1006,80,left,down,left,2,6,10,6.355253445931339,6.631876005694721,6.929604805307463,0.39,1.0,0.0
1006,81,left,right,right,2,5,9,6.395152514107394,6.692523807786529,6.942475018938239,0.41,0.0,0.0
1006,82,left,right,right,2,5,9,6.340417953894757,6.660641508916342,6.928213611803585,0.5,0.0,0.0
1006,83,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.49,0.0,1.0
1006,84,up,down,left,1,4,8,6.529882374522458,6.869857797662917,7.16837558743282,0.53,1.0,0.0
1006,85,left,right,right,2,5,9,6.344132266483939,6.653244349615306,6.886555132403373,0.52,0.0,0.0
1006,86,left,right,right,2,5,9,6.283927999376829,6.603376958207264,6.831952795827419,0.53,0.0,0.0
1006,87,left,right,right,2,5,9,6.324776399787879,6.6421874408970325,6.835826111523602,0.6,0.0,0.0
1006,88,left,right,right,2,5,9,6.403441764526178,6.775855830042019,7.019088741475571,0.6,0.0,0.0
1006,89,left,right,right,2,5,9,6.369507153967788,6.719748487211291,6.97155484619725,0.64,0.0,0.0
1006,90,left,right,right,2,5,9,6.276482971771657,6.602474155300115,6.811638224079616,0.66,0.0,0.0
1006,91,left,right,right,2,5,9,6.366080720688842,6.7289649768035815,7.02144064849108,0.73,1.0,0.0
1006,92,up,left,down,1,3,7,6.362491602125374,6.662287776879566,6.947815514887225,0.3,0.0,0.0
1006,93,up,left,down,1,3,7,6.352397750122691,6.636655136988338,6.950545012440671,0.28,0.0,0.0
1006,94,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.18,0.0,1.0
1006,95,left,down,left,2,6,10,6.412056385514006,6.663752948670663,6.9676557552593295,0.74,0.0,0.0
1006,96,left,down,left,2,6,10,6.351479883763204,6.638202655653004,6.905792165196544,0.72,0.0,0.0
1006,97,left,down,left,2,6,10,6.4151564439944195,6.669804104824834,6.98089016969152,0.82,0.0,0.0
1006,98,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.87,0.0,1.0
1006,99,up,down,left,1,4,8,6.587908466430235,6.8884912881358105,7.1537794369151015,0.21,0.0,0.0
